Year,Country,ISO,Disaster Group,Disaster Subroup,Disaster Type,Disaster Subtype,Total Events,Total Affected,Total Deaths,"Total Damage (USD, original)","Total Damage (USD, adjusted)",CPI,CO2 Emissions,Temperature,Humidity,Precipitation,Sea Level Rise,Wind Speed
2000,bangladesh,BGD,Natural,Meteorological,Storm,Convective storm,2,5587.0,0.0,120000000.0,160906059.0,588406484917497.0,0.449175786966553,0.506050464194734,0.3222148307375263,0.6286845671290783,-0.968021087360542,0.32678333019686423
2000,bangladesh,BGD,Natural,Meteorological,Storm,Tropical cyclone,3,70012.0,35.0,120000000.0,160906059.0,588406484917497.0,0.449175786966553,0.506050464194734,0.3222148307375263,0.6286845671290783,-0.968021087360542,0.32678333019686423
2000,bulgaria,BGR,Natural,Climatological,Drought,Drought,1,0.0,0.0,120000000.0,160906059.0,588406484917497.0,0.3716583123274061,0.45458670430228054,0.620342996395622,0.640153460218086,-0.6442541814160843,0.35812004734316605
2000,bulgaria,BGR,Natural,Meteorological,Extreme temperature,Cold wave,1,0.0,0.0,120000000.0,160906059.0,588406484917497.0,0.3716583123274061,0.45458670430228054,0.620342996395622,0.640153460218086,-0.6442541814160843,0.35812004734316605
2000,bulgaria,BGR,Natural,Meteorological,Extreme temperature,Heat wave,1,0.0,7.0,50000.0,84975.0,588406484917497.0,0.3716583123274061,0.45458670430228054,0.620342996395622,0.640153460218086,-0.6442541814160843,0.35812004734316605
2000,bulgaria,BGR,Natural,Climatological,Wildfire,Forest fire,1,167.0,7.0,17600000.0,29911295.0,588406484917497.0,0.3716583123274061,0.45458670430228054,0.620342996395622,0.640153460218086,-0.6442541814160843,0.35812004734316605
2000,bosnia and herzegovina,BIH,Natural,Climatological,Drought,Drought,1,0.0,0.0,158000000.0,268521854.0,588406484917497.0,0.49953938212638327,0.4122813137467564,0.7726515180580421,0.5546365077565168,0.22517362034267271,0.7346322022136107
2000,bosnia and herzegovina,BIH,Natural,Hydrological,Landslide,Unknown,1,403.0,6.0,120000000.0,160906059.0,588406484917497.0,0.49953938212638327,0.4122813137467564,0.7726515180580421,0.5546365077565168,0.22517362034267271,0.7346322022136107
2000,belize,BLZ,Natural,Meteorological,Storm,Tropical cyclone,1,62570.0,14.0,277460000.0,471544769.0,588406484917497.0,0.5820505125796916,0.4628749037330156,0.5866142006897533,0.3339159038357757,-1.179051419550974,0.746747930328657
2000,bolivia,BOL,Natural,Climatological,Drought,Drought,1,20000.0,0.0,120000000.0,160906059.0,588406484917497.0,0.5288161672423694,0.5146661762054959,0.5101936994248061,0.5221883118734791,0.4822142367532788,0.44487802047594477
2000,bolivia,BOL,Natural,Meteorological,Extreme temperature,Cold wave,1,25277.0,6.0,120000000.0,160906059.0,588406484917497.0,0.5288161672423694,0.5146661762054959,0.5101936994248061,0.5221883118734791,0.4822142367532788,0.44487802047594477
2000,bolivia,BOL,Natural,Hydrological,Flood,Unknown,1,10.0,30.0,120000000.0,160906059.0,588406484917497.0,0.5288161672423694,0.5146661762054959,0.5101936994248061,0.5221883118734791,0.4822142367532788,0.44487802047594477
2000,bolivia,BOL,Natural,Hydrological,Flood,Riverine flood,1,7000.0,0.0,120000000.0,160906059.0,588406484917497.0,0.5288161672423694,0.5146661762054959,0.5101936994248061,0.5221883118734791,0.4822142367532788,0.44487802047594477
2000,bhutan,BTN,Natural,Hydrological,Flood,Riverine flood,1,1000.0,200.0,120000000.0,160906059.0,588406484917497.0,0.6873574141903888,0.4620784089873022,0.1292062724643525,0.5633189855971451,-0.6544663186693845,0.36476842383796854
2000,botswana,BWA,Natural,Hydrological,Flood,Riverine flood,1,138776.0,3.0,5000000.0,8497527.0,588406484917497.0,0.5248279751863268,0.4669264509517973,0.5525451540627873,0.3463991295112204,1.177903153038082,0.46968260884377033
2000,canada,CAN,Natural,Meteorological,Storm,Convective storm,1,840.0,11.0,13000000.0,22093570.0,588406484917497.0,0.6512325182513153,0.2461778869851029,0.5598850669410592,0.47056990155258976,-0.4976239716612937,0.38692589793055254
2000,chile,CHL,Natural,Meteorological,Extreme temperature,Cold wave,1,0.0,0.0,10000000.0,16995054.0,588406484917497.0,0.6012351885782555,0.5526804407062438,0.4318799317595586,0.5388398041396185,0.8713933045043551,0.5093381255499709
2000,chile,CHL,Natural,Hydrological,Flood,Flash flood,1,139667.0,15.0,30000000.0,50985162.0,588406484917497.0,0.6012351885782555,0.5526804407062438,0.4318799317595586,0.5388398041396185,0.8713933045043551,0.5093381255499709
2000,chile,CHL,Natural,Hydrological,Flood,Riverine flood,1,42000.0,1.0,120000000.0,160906059.0,588406484917497.0,0.6012351885782555,0.5526804407062438,0.4318799317595586,0.5388398041396185,0.8713933045043551,0.5093381255499709
2000,china,CHN,Natural,Climatological,Drought,Drought,3,20000000.0,0.0,796115000.0,1353001744.0,588406484917497.0,0.6287712016964401,0.3657370051476173,0.46410954311585395,0.6696291161404594,-0.06570444650403194,0.49294682683586
2000,china,CHN,Natural,Geophysical,Earthquake,Ground movement,5,2105050.0,9.0,116983000.0,198813241.0,588406484917497.0,0.6287712016964401,0.3657370051476173,0.46410954311585395,0.6696291161404594,-0.06570444650403194,0.49294682683586
2000,china,CHN,Natural,Hydrological,Flood,Unknown,2,18214.0,257.0,172000000.0,292314929.0,588406484917497.0,0.6287712016964401,0.3657370051476173,0.46410954311585395,0.6696291161404594,-0.06570444650403194,0.49294682683586
2000,china,CHN,Natural,Hydrological,Flood,Flash flood,3,369183.0,48.0,47366000.0,80498773.0,588406484917497.0,0.6287712016964401,0.3657370051476173,0.46410954311585395,0.6696291161404594,-0.06570444650403194,0.49294682683586
2000,china,CHN,Natural,Hydrological,Flood,Riverine flood,4,375510.0,117.0,96000000.0,163152519.0,588406484917497.0,0.6287712016964401,0.3657370051476173,0.46410954311585395,0.6696291161404594,-0.06570444650403194,0.49294682683586
2000,china,CHN,Natural,Hydrological,Landslide,Landslide,2,2027.0,85.0,2400000.0,4078813.0,588406484917497.0,0.6287712016964401,0.3657370051476173,0.46410954311585395,0.6696291161404594,-0.06570444650403194,0.49294682683586
2000,china,CHN,Natural,Meteorological,Storm,Unknown,5,22597.0,83.0,21388000.0,36349022.0,588406484917497.0,0.6287712016964401,0.3657370051476173,0.46410954311585395,0.6696291161404594,-0.06570444650403194,0.49294682683586
2000,china,CHN,Natural,Meteorological,Storm,Convective storm,1,20500.0,11.0,480000.0,815763.0,588406484917497.0,0.6287712016964401,0.3657370051476173,0.46410954311585395,0.6696291161404594,-0.06570444650403194,0.49294682683586
2000,china,CHN,Natural,Meteorological,Storm,Tropical cyclone,4,2488292.0,68.0,238453000.0,405252162.0,588406484917497.0,0.6287712016964401,0.3657370051476173,0.46410954311585395,0.6696291161404594,-0.06570444650403194,0.49294682683586
2000,cameroon,CMR,Natural,Hydrological,Flood,Riverine flood,1,500.0,3.0,120000000.0,160906059.0,588406484917497.0,0.3089075191882319,0.30250780165602026,0.9372221047137037,0.7536665504381876,-0.2576240047698848,0.7074444174616565
2000,colombia,COL,Natural,Geophysical,Earthquake,Ground movement,1,430.0,2.0,120000000.0,160906059.0,588406484917497.0,0.3990571480840178,0.2125562068737911,0.6715126874921884,0.4469854148399285,-1.2238292461599627,0.20867928777581624
2000,colombia,COL,Natural,Hydrological,Flood,Unknown,1,39000.0,8.0,120000000.0,160906059.0,588406484917497.0,0.3990571480840178,0.2125562068737911,0.6715126874921884,0.4469854148399285,-1.2238292461599627,0.20867928777581624
2000,colombia,COL,Natural,Hydrological,Flood,Riverine flood,2,40000.0,105.0,120000000.0,160906059.0,588406484917497.0,0.3990571480840178,0.2125562068737911,0.6715126874921884,0.4469854148399285,-1.2238292461599627,0.20867928777581624
2000,costa rica,CRI,Natural,Hydrological,Landslide,Landslide,1,200.0,7.0,120000000.0,160906059.0,588406484917497.0,0.5993079971490877,0.4220969393441622,0.6891017736364684,0.27887679668397714,-0.024119197280461635,0.5161346075315164
2000,cuba,CUB,Natural,Climatological,Drought,Drought,1,0.0,0.0,120000000.0,160906059.0,588406484917497.0,0.3444137471994114,0.35573373577148,0.02966558232517198,0.9273709920858477,1.4503446236742792,0.24932316028082835
2000,cuba,CUB,Natural,Hydrological,Flood,Unknown,1,675.0,2.0,120000000.0,160906059.0,588406484917497.0,0.3444137471994114,0.35573373577148,0.02966558232517198,0.9273709920858477,1.4503446236742792,0.24932316028082835
2000,czech republic,CZE,Natural,Hydrological,Flood,Riverine flood,1,0.0,0.0,80000000.0,135960432.0,588406484917497.0,0.6631254999661663,0.45720100510514244,0.2710883906325885,0.5927166010851853,0.38820289678143405,0.4939073558537834
2000,algeria,DZA,Natural,Hydrological,Flood,Unknown,2,100.0,7.0,120000000.0,160906059.0,588406484917497.0,0.5920264456087413,0.28932786177472003,0.14304386866057797,0.4108670105649723,-0.9483416463014894,0.22636818918284393
2000,algeria,DZA,Natural,Hydrological,Flood,Flash flood,2,105.0,37.0,120000000.0,160906059.0,588406484917497.0,0.5920264456087413,0.28932786177472003,0.14304386866057797,0.4108670105649723,-0.9483416463014894,0.22636818918284393
2000,algeria,DZA,Natural,Meteorological,Storm,Unknown,1,10.0,4.0,120000000.0,160906059.0,588406484917497.0,0.5920264456087413,0.28932786177472003,0.14304386866057797,0.4108670105649723,-0.9483416463014894,0.22636818918284393
2000,ecuador,ECU,Natural,Hydrological,Flood,Unknown,1,32.0,34.0,120000000.0,160906059.0,588406484917497.0,0.6457451729590132,0.4558159536454157,0.5354665213129824,0.604765242943511,0.27349897543682833,0.5537477183580842
2000,ecuador,ECU,Natural,Hydrological,Landslide,Landslide,1,205.0,14.0,120000000.0,160906059.0,588406484917497.0,0.6457451729590132,0.4558159536454157,0.5354665213129824,0.604765242943511,0.27349897543682833,0.5537477183580842
2000,ecuador,ECU,Natural,Hydrological,Landslide,Mudslide,1,180.0,30.0,120000000.0,160906059.0,588406484917497.0,0.6457451729590132,0.4558159536454157,0.5354665213129824,0.604765242943511,0.27349897543682833,0.5537477183580842
2000,egypt,EGY,Natural,Meteorological,Extreme temperature,Cold wave,1,105.0,3.0,120000000.0,160906059.0,588406484917497.0,0.6631007941312951,0.5267028162005403,0.7011945464478315,0.3489692704698635,-0.5756341379570663,0.1938922059142682
2000,spain,ESP,Natural,Hydrological,Flood,Unknown,1,500.0,16.0,120000000.0,160906059.0,588406484917497.0,0.6776216576391046,0.4931986134610736,0.48285827068153253,0.5446711625536925,0.22377742464783393,0.319706513439969
2000,spain,ESP,Natural,Hydrological,Flood,Flash flood,1,500.0,8.0,75000000.0,127462905.0,588406484917497.0,0.6776216576391046,0.4931986134610736,0.48285827068153253,0.5446711625536925,0.22377742464783393,0.319706513439969
2000,spain,ESP,Natural,Meteorological,Storm,Unknown,2,2.0,14.0,120000000.0,160906059.0,588406484917497.0,0.6776216576391046,0.4931986134610736,0.48285827068153253,0.5446711625536925,0.22377742464783393,0.319706513439969
2000,spain,ESP,Natural,Climatological,Wildfire,Forest fire,1,0.0,0.0,120000000.0,160906059.0,588406484917497.0,0.6776216576391046,0.4931986134610736,0.48285827068153253,0.5446711625536925,0.22377742464783393,0.319706513439969
2000,ethiopia,ETH,Natural,Hydrological,Flood,Unknown,1,0.0,60.0,120000000.0,160906059.0,588406484917497.0,0.739996905154083,0.5138815002039772,0.27731747889186936,0.5688489197154882,-0.2691909000634729,0.20533662047009407
2000,ethiopia,ETH,Natural,Hydrological,Flood,Riverine flood,1,30000.0,9.0,120000000.0,160906059.0,588406484917497.0,0.739996905154083,0.5138815002039772,0.27731747889186936,0.5688489197154882,-0.2691909000634729,0.20533662047009407
2000,ethiopia,ETH,Natural,Hydrological,Landslide,Landslide,1,165.0,4.0,120000000.0,160906059.0,588406484917497.0,0.739996905154083,0.5138815002039772,0.27731747889186936,0.5688489197154882,-0.2691909000634729,0.20533662047009407
2000,ethiopia,ETH,Natural,Climatological,Wildfire,Forest fire,1,5.0,0.0,120000000.0,160906059.0,588406484917497.0,0.739996905154083,0.5138815002039772,0.27731747889186936,0.5688489197154882,-0.2691909000634729,0.20533662047009407
2000,fiji,FJI,Natural,Hydrological,Flood,Coastal flood,1,0.0,4.0,120000000.0,160906059.0,588406484917497.0,0.5128494813176482,0.3862680408372274,0.3028179311314527,0.658631677484156,-0.32694814631649255,0.5891027122735322
2000,france,FRA,Natural,Hydrological,Flood,Unknown,6,2312.0,5.0,120000000.0,160906059.0,588406484917497.0,0.5531682612928767,0.2877142728571595,0.6212139161084435,0.2400902947337449,-0.7246162670185198,0.7698490522372174
2000,france,FRA,Natural,Meteorological,Storm,Convective storm,1,207.0,6.0,120000000.0,160906059.0,588406484917497.0,0.5531682612928767,0.2877142728571595,0.6212139161084435,0.2400902947337449,-0.7246162670185198,0.7698490522372174
2000,united kingdom,GBR,Natural,Hydrological,Flood,Unknown,1,200.0,0.0,120000000.0,160906059.0,588406484917497.0,0.5493079930779105,0.6249447594563825,0.5801476013337173,0.20123049179457242,-0.8342288200634315,0.35743957126072606
2000,united kingdom,GBR,Natural,Hydrological,Flood,Flash flood,1,240.0,0.0,18150000.0,30846023.0,588406484917497.0,0.5493079930779105,0.6249447594563825,0.5801476013337173,0.20123049179457242,-0.8342288200634315,0.35743957126072606
2000,united kingdom,GBR,Natural,Hydrological,Flood,Riverine flood,1,1000.0,0.0,5900000000.0,10027081875.0,588406484917497.0,0.5493079930779105,0.6249447594563825,0.5801476013337173,0.20123049179457242,-0.8342288200634315,0.35743957126072606
2000,united kingdom,GBR,Natural,Meteorological,Storm,Unknown,2,600.0,4.0,120000000.0,160906059.0,588406484917497.0,0.5493079930779105,0.6249447594563825,0.5801476013337173,0.20123049179457242,-0.8342288200634315,0.35743957126072606
2000,united kingdom,GBR,Natural,Meteorological,Storm,Convective storm,1,19504.0,12.0,1500000000.0,2549258104.0,588406484917497.0,0.5493079930779105,0.6249447594563825,0.5801476013337173,0.20123049179457242,-0.8342288200634315,0.35743957126072606
2000,georgia,GEO,Natural,Climatological,Drought,Drought,1,696000.0,0.0,200000000.0,339901081.0,588406484917497.0,0.6749044081259062,0.41699287486617986,0.6760134955420025,0.7183148421779452,0.5573087448378639,0.6617856993587506
2000,guinea,GIN,Natural,Meteorological,Storm,Convective storm,1,0.0,4.0,120000000.0,160906059.0,588406484917497.0,0.5543985409349316,0.6153232730205217,0.2129193838247748,0.5134770678471642,0.35810786717007115,0.3891722616672136
2000,greece,GRC,Natural,Geophysical,Earthquake,Ground movement,1,600.0,0.0,120000000.0,160906059.0,588406484917497.0,0.5492156646187681,0.5296615111446411,0.467664003713799,0.3800338651197386,-0.026768303636303985,0.4069520706546454
2000,greece,GRC,Natural,Meteorological,Extreme temperature,Heat wave,1,176.0,27.0,3000000.0,5098516.0,588406484917497.0,0.5492156646187681,0.5296615111446411,0.467664003713799,0.3800338651197386,-0.026768303636303985,0.4069520706546454
2000,greece,GRC,Natural,Hydrological,Flood,Unknown,2,6600.0,1.0,120000000.0,160906059.0,588406484917497.0,0.5492156646187681,0.5296615111446411,0.467664003713799,0.3800338651197386,-0.026768303636303985,0.4069520706546454
2000,greece,GRC,Natural,Climatological,Wildfire,Forest fire,2,109.0,9.0,120000000.0,160906059.0,588406484917497.0,0.5492156646187681,0.5296615111446411,0.467664003713799,0.3800338651197386,-0.026768303636303985,0.4069520706546454
2000,guatemala,GTM,Natural,Hydrological,Flood,Riverine flood,2,2986.0,36.0,120000000.0,160906059.0,588406484917497.0,0.8473704705158139,0.4882854661456785,0.33696157395774623,0.7231719511777622,0.4482522767590496,0.9884161653051762
2000,guatemala,GTM,Natural,Geophysical,Volcanic activity,Ash fall,1,800.0,0.0,120000000.0,160906059.0,588406484917497.0,0.8473704705158139,0.4882854661456785,0.33696157395774623,0.7231719511777622,0.4482522767590496,0.9884161653051762
2000,french guiana,GUF,Natural,Hydrological,Landslide,Landslide,1,5.0,10.0,120000000.0,160906059.0,588406484917497.0,0.7132466699428327,0.6568681197845672,0.9417387869587671,0.308981462169072,-0.9636802990636784,0.4018100754715378
2000,honduras,HND,Natural,Climatological,Drought,Drought,1,1125.0,0.0,120000000.0,160906059.0,588406484917497.0,0.5950694000191276,0.2545710707031529,0.4471107363619811,0.33594769138800473,-0.38186443442103146,0.48773377331322665
2000,honduras,HND,Natural,Climatological,Wildfire,Forest fire,1,0.0,0.0,120000000.0,160906059.0,588406484917497.0,0.5950694000191276,0.2545710707031529,0.4471107363619811,0.33594769138800473,-0.38186443442103146,0.48773377331322665
2000,haiti,HTI,Natural,Hydrological,Flood,Unknown,2,1200.0,16.0,120000000.0,160906059.0,588406484917497.0,0.5881931594560011,0.5313879151034268,0.7473338018026662,0.06886897597427424,1.4595237769076386,0.8381275179669618
2000,hungary,HUN,Natural,Hydrological,Flood,Riverine flood,1,2000.0,1.0,55000000.0,93472797.0,588406484917497.0,0.4379092577307203,0.5354400434944852,0.9222204433667305,0.9768537395721335,-0.39911012008021524,0.27085765919818955
2000,indonesia,IDN,Natural,Geophysical,Earthquake,Ground movement,5,270108.0,149.0,73000000.0,124063894.0,588406484917497.0,0.5042746594989139,0.5397819254747286,0.0829300231511879,0.6342937932798185,-0.7120532625349542,0.8950259001920565
2000,indonesia,IDN,Natural,Hydrological,Flood,Flash flood,2,89852.0,164.0,79000000.0,134260927.0,588406484917497.0,0.5042746594989139,0.5397819254747286,0.0829300231511879,0.6342937932798185,-0.7120532625349542,0.8950259001920565
2000,indonesia,IDN,Natural,Hydrological,Flood,Riverine flood,1,386021.0,100.0,34000000.0,57783184.0,588406484917497.0,0.5042746594989139,0.5397819254747286,0.0829300231511879,0.6342937932798185,-0.7120532625349542,0.8950259001920565
2000,indonesia,IDN,Natural,Hydrological,Landslide,Landslide,2,539.0,52.0,120000000.0,160906059.0,588406484917497.0,0.5042746594989139,0.5397819254747286,0.0829300231511879,0.6342937932798185,-0.7120532625349542,0.8950259001920565
2000,indonesia,IDN,Natural,Hydrological,Landslide,Mudslide,2,56210.0,74.0,54600000.0,92792995.0,588406484917497.0,0.5042746594989139,0.5397819254747286,0.0829300231511879,0.6342937932798185,-0.7120532625349542,0.8950259001920565
2000,indonesia,IDN,Natural,Climatological,Wildfire,Forest fire,1,0.0,0.0,120000000.0,160906059.0,588406484917497.0,0.5042746594989139,0.5397819254747286,0.0829300231511879,0.6342937932798185,-0.7120532625349542,0.8950259001920565
2000,india,IND,Natural,Climatological,Drought,Drought,1,50000000.0,20.0,588000000.0,999309177.0,588406484917497.0,0.5587505152068001,0.35606210420030626,0.6231875382728105,0.7856804706520899,-0.38277039914950106,0.7018046270208231
2000,india,IND,Natural,Meteorological,Extreme temperature,Cold wave,1,0.0,275.0,120000000.0,160906059.0,588406484917497.0,0.5587505152068001,0.35606210420030626,0.6231875382728105,0.7856804706520899,-0.38277039914950106,0.7018046270208231
2000,india,IND,Natural,Hydrological,Flood,Unknown,1,534035.0,6.0,120000000.0,160906059.0,588406484917497.0,0.5587505152068001,0.35606210420030626,0.6231875382728105,0.7856804706520899,-0.38277039914950106,0.7018046270208231
2000,india,IND,Natural,Hydrological,Flood,Flash flood,3,3252016.0,329.0,173000000.0,294014435.0,588406484917497.0,0.5587505152068001,0.35606210420030626,0.6231875382728105,0.7856804706520899,-0.38277039914950106,0.7018046270208231
2000,india,IND,Natural,Hydrological,Flood,Riverine flood,2,46600000.0,1751.0,734500000.0,1248286718.0,588406484917497.0,0.5587505152068001,0.35606210420030626,0.6231875382728105,0.7856804706520899,-0.38277039914950106,0.7018046270208231
2000,india,IND,Natural,Hydrological,Landslide,Landslide,3,7038.0,187.0,120000000.0,160906059.0,588406484917497.0,0.5587505152068001,0.35606210420030626,0.6231875382728105,0.7856804706520899,-0.38277039914950106,0.7018046270208231
2000,india,IND,Natural,Meteorological,Storm,Tropical cyclone,2,30000.0,0.0,120000000.0,160906059.0,588406484917497.0,0.5587505152068001,0.35606210420030626,0.6231875382728105,0.7856804706520899,-0.38277039914950106,0.7018046270208231
2000,iran,IRN,Natural,Geophysical,Earthquake,Ground movement,2,3015.0,1.0,120000000.0,160906059.0,588406484917497.0,0.570415200211576,0.4357101448606216,0.46878514394791804,0.6429384486533232,0.10991982505531792,0.7853229864246664
2000,iran,IRN,Natural,Hydrological,Flood,Unknown,1,0.0,2.0,120000000.0,160906059.0,588406484917497.0,0.570415200211576,0.4357101448606216,0.46878514394791804,0.6429384486533232,0.10991982505531792,0.7853229864246664
2000,iran,IRN,Natural,Hydrological,Flood,Flash flood,2,400.0,8.0,6000000.0,10197032.0,588406484917497.0,0.570415200211576,0.4357101448606216,0.46878514394791804,0.6429384486533232,0.10991982505531792,0.7853229864246664
2000,iran,IRN,Natural,Meteorological,Storm,Unknown,1,5500.0,3.0,120000000.0,160906059.0,588406484917497.0,0.570415200211576,0.4357101448606216,0.46878514394791804,0.6429384486533232,0.10991982505531792,0.7853229864246664
2000,iceland,ISL,Natural,Geophysical,Earthquake,Ground movement,2,199.0,0.0,24000000.0,40788130.0,588406484917497.0,0.40878326053673575,0.09461660694141259,0.1436450220296985,0.018440079510744153,0.7980831533489516,0.1667380574427372
2000,israel,ISR,Natural,Meteorological,Extreme temperature,Heat wave,1,0.0,0.0,120000000.0,160906059.0,588406484917497.0,0.571135310849885,0.4331227733033145,0.32488548867936207,0.5398555675457017,-0.5734555521242383,0.12209253132356492
2000,israel,ISR,Natural,Meteorological,Storm,Unknown,1,410.0,3.0,2750000.0,4673640.0,588406484917497.0,0.571135310849885,0.4331227733033145,0.32488548867936207,0.5398555675457017,-0.5734555521242383,0.12209253132356492
2000,italy,ITA,Natural,Hydrological,Flood,Unknown,2,3000.0,5.0,50000000.0,84975270.0,588406484917497.0,0.4340141986035323,0.31384306344656554,0.8641839641927183,0.7810226705463454,0.7387836698407068,0.6106174763878311
2000,italy,ITA,Natural,Hydrological,Flood,Flash flood,1,43000.0,25.0,8000000000.0,13596043220.0,588406484917497.0,0.4340141986035323,0.31384306344656554,0.8641839641927183,0.7810226705463454,0.7387836698407068,0.6106174763878311
2000,italy,ITA,Natural,Hydrological,Flood,Riverine flood,1,22.0,16.0,120000000.0,160906059.0,588406484917497.0,0.4340141986035323,0.31384306344656554,0.8641839641927183,0.7810226705463454,0.7387836698407068,0.6106174763878311
2000,jordan,JOR,Natural,Climatological,Drought,Drought,1,150000.0,0.0,120000000.0,160906059.0,588406484917497.0,0.6169628271847404,0.3436837598678759,0.7345924499207895,0.4054792684317268,0.7791805130008094,0.1571495834516759
2000,jordan,JOR,Natural,Meteorological,Extreme temperature,Heat wave,1,12.0,0.0,120000000.0,160906059.0,588406484917497.0,0.6169628271847404,0.3436837598678759,0.7345924499207895,0.4054792684317268,0.7791805130008094,0.1571495834516759
